CEP	descricao	complemento	descricao_bairro
72210024	QNM 2 Conjunto D		Ceilândia Norte (Ceilândia)
72210025	QNM 2 Conjunto E		Ceilândia Norte (Ceilândia)
72210026	QNM 2 Conjunto F		Ceilândia Norte (Ceilândia)
72210040	QNM 4		Ceilândia Norte (Ceilândia)
72210041	QNM 4 Conjunto A		Ceilândia Norte (Ceilândia)
72210042	QNM 4 Conjunto B		Ceilândia Norte (Ceilândia)
72210043	QNM 4 Conjunto C		Ceilândia Norte (Ceilândia)
72210044	QNM 4 Conjunto D		Ceilândia Norte (Ceilândia)
72210045	QNM 4 Conjunto E		Ceilândia Norte (Ceilândia)
72210046	QNM 4 Conjunto F		Ceilândia Norte (Ceilândia)
72210047	QNM 4 Conjunto G		Ceilândia Norte (Ceilândia)
72210048	QNM 4 Conjunto H		Ceilândia Norte (Ceilândia)
72210049	QNM 4 Conjunto I		Ceilândia Norte (Ceilândia)
72210050	QNM 4 Conjunto J		Ceilândia Norte (Ceilândia)
72210051	QNM 4 Conjunto K		Ceilândia Norte (Ceilândia)
72210052	QNM 4 Conjunto L		Ceilândia Norte (Ceilândia)
72210053	QNM 4 Conjunto M		Ceilândia Norte (Ceilândia)
72210054	QNM 4 Conjunto N		Ceilândia Norte (Ceilândia)
72210055	QNM 4 Conjunto O		Ceilândia Norte (Ceilândia)
72210056	QNM 4 Conjunto P		Ceilândia Norte (Ceilândia)
72210060	QNM 6		Ceilândia Norte (Ceilândia)
72210061	QNM 6 Conjunto A		Ceilândia Norte (Ceilândia)
72210062	QNM 6 Conjunto B		Ceilândia Norte (Ceilândia)
72210063	QNM 6 Conjunto C		Ceilândia Norte (Ceilândia)
72210064	QNM 6 Conjunto D		Ceilândia Norte (Ceilândia)
72210065	QNM 6 Conjunto E		Ceilândia Norte (Ceilândia)
72210066	QNM 6 Conjunto F		Ceilândia Norte (Ceilândia)
72210067	QNM 6 Conjunto G		Ceilândia Norte (Ceilândia)
72210068	QNM 6 Conjunto H		Ceilândia Norte (Ceilândia)
72210069	QNM 6 Conjunto I		Ceilândia Norte (Ceilândia)
72210070	QNM 6 Conjunto J		Ceilândia Norte (Ceilândia)
72210071	QNM 6 Conjunto K		Ceilândia Norte (Ceilândia)
72210072	QNM 6 Conjunto L		Ceilândia Norte (Ceilândia)
72210073	QNM 6 Conjunto M		Ceilândia Norte (Ceilândia)
72210074	QNM 6 Conjunto N		Ceilândia Norte (Ceilândia)
72210075	QNM 6 Conjunto O		Ceilândia Norte (Ceilândia)
72210076	QNM 6 Conjunto P		Ceilândia Norte (Ceilândia)
72210080	QNM 8		Ceilândia Norte (Ceilândia)
72210081	QNM 8 Conjunto A		Ceilândia Norte (Ceilândia)
72210082	QNM 8 Conjunto B		Ceilândia Norte (Ceilândia)
72210083	QNM 8 Conjunto C		Ceilândia Norte (Ceilândia)
72210084	QNM 8 Conjunto D		Ceilândia Norte (Ceilândia)
72210085	QNM 8 Conjunto E		Ceilândia Norte (Ceilândia)
72210086	QNM 8 Conjunto F		Ceilândia Norte (Ceilândia)
72210087	QNM 8 Conjunto G		Ceilândia Norte (Ceilândia)
72210088	QNM 8 Conjunto H		Ceilândia Norte (Ceilândia)
72210089	QNM 8 Conjunto I		Ceilândia Norte (Ceilândia)
72210090	QNM 8 Conjunto J		Ceilândia Norte (Ceilândia)
72210091	QNM 8 Conjunto K		Ceilândia Norte (Ceilândia)
72210092	QNM 8 Conjunto L		Ceilândia Norte (Ceilândia)
72210093	QNM 8 Conjunto M		Ceilândia Norte (Ceilândia)
72210094	QNM 8 Conjunto N		Ceilândia Norte (Ceilândia)
72210095	QNM 8 Conjunto O		Ceilândia Norte (Ceilândia)
72210096	QNM 8 Conjunto P		Ceilândia Norte (Ceilândia)
72210100	QNM 10		Ceilândia Norte (Ceilândia)
72210101	QNM 10 Conjunto A		Ceilândia Norte (Ceilândia)
72210102	QNM 10 Conjunto B		Ceilândia Norte (Ceilândia)
72210103	QNM 10 Conjunto C		Ceilândia Norte (Ceilândia)
72210104	QNM 10 Conjunto D		Ceilândia Norte (Ceilândia)
72210105	QNM 10 Conjunto E		Ceilândia Norte (Ceilândia)
72210106	QNM 10 Conjunto F		Ceilândia Norte (Ceilândia)
72210107	QNM 10 Conjunto G		Ceilândia Norte (Ceilândia)
72210108	QNM 10 Conjunto H		Ceilândia Norte (Ceilândia)
72210120	QNM 12		Ceilândia Norte (Ceilândia)
72210121	QNM 12 Via NM 12A		Ceilândia Norte (Ceilândia)
72210122	QNM 12 Via NM 12B		Ceilândia Norte (Ceilândia)
72210140	QNM 14		Ceilândia Norte (Ceilândia)
72210141	QNM 14 Área Especial A		Ceilândia Norte (Ceilândia)
72210160	QNM 16		Ceilândia Norte (Ceilândia)
72210161	QNM 16 Módulo A		Ceilândia Norte (Ceilândia)
72210162	QNM 16 Módulo B		Ceilândia Norte (Ceilândia)
72210163	QNM 16 Módulo C		Ceilândia Norte (Ceilândia)
72210164	QNM 16 Módulo D		Ceilândia Norte (Ceilândia)
72210165	QNM 16 Módulo E		Ceilândia Norte (Ceilândia)
72210166	QNM 16 Módulo F		Ceilândia Norte (Ceilândia)
72210167	QNM 16 Módulo G		Ceilândia Norte (Ceilândia)
72210180	QNM 18		Ceilândia Norte (Ceilândia)
72210181	QNM 18 Conjunto A		Ceilândia Norte (Ceilândia)
72210182	QNM 18 Conjunto B		Ceilândia Norte (Ceilândia)
72210183	QNM 18 Conjunto C		Ceilândia Norte (Ceilândia)
72210184	QNM 18 Conjunto D		Ceilândia Norte (Ceilândia)
72210185	QNM 18 Conjunto E		Ceilândia Norte (Ceilândia)
72210186	QNM 18 Conjunto F		Ceilândia Norte (Ceilândia)
72210187	QNM 18 Conjunto G		Ceilândia Norte (Ceilândia)
72210188	QNM 18 Conjunto H		Ceilândia Norte (Ceilândia)
72210200	QNM 20		Ceilândia Norte (Ceilândia)
72210201	QNM 20 Conjunto A		Ceilândia Norte (Ceilândia)
72210202	QNM 20 Conjunto B		Ceilândia Norte (Ceilândia)
72210203	QNM 20 Conjunto C		Ceilândia Norte (Ceilândia)
72210204	QNM 20 Conjunto D		Ceilândia Norte (Ceilândia)
72210205	QNM 20 Conjunto E		Ceilândia Norte (Ceilândia)
72210206	QNM 20 Conjunto F		Ceilândia Norte (Ceilândia)
72210207	QNM 20 Conjunto G		Ceilândia Norte (Ceilândia)
72210208	QNM 20 Conjunto H		Ceilândia Norte (Ceilândia)
72210209	QNM 20 Conjunto I		Ceilândia Norte (Ceilândia)
72210210	QNM 20 Conjunto J		Ceilândia Norte (Ceilândia)
72210211	QNM 20 Conjunto K		Ceilândia Norte (Ceilândia)
72210212	QNM 20 Conjunto L		Ceilândia Norte (Ceilândia)
72210213	QNM 20 Conjunto M		Ceilândia Norte (Ceilândia)
72210214	QNM 20 Conjunto N		Ceilândia Norte (Ceilândia)
72210215	QNM 20 Conjunto O		Ceilândia Norte (Ceilândia)
72210216	QNM 20 Conjunto P		Ceilândia Norte (Ceilândia)
72210220	QNM 22		Ceilândia Norte (Ceilândia)
72210221	QNM 22 Conjunto A		Ceilândia Norte (Ceilândia)
72210222	QNM 22 Conjunto B		Ceilândia Norte (Ceilândia)
72210223	QNM 22 Conjunto C		Ceilândia Norte (Ceilândia)
72210224	QNM 22 Conjunto D		Ceilândia Norte (Ceilândia)
72210225	QNM 22 Conjunto E		Ceilândia Norte (Ceilândia)
72210226	QNM 22 Conjunto F		Ceilândia Norte (Ceilândia)
72210227	QNM 22 Conjunto G		Ceilândia Norte (Ceilândia)
72210228	QNM 22 Conjunto H		Ceilândia Norte (Ceilândia)
72210229	QNM 22 Conjunto I		Ceilândia Norte (Ceilândia)
72210230	QNM 22 Conjunto J		Ceilândia Norte (Ceilândia)
72210231	QNM 22 Conjunto K		Ceilândia Norte (Ceilândia)
72210232	QNM 22 Conjunto L		Ceilândia Norte (Ceilândia)
72210233	QNM 22 Conjunto M		Ceilândia Norte (Ceilândia)
72210234	QNM 22 Conjunto N		Ceilândia Norte (Ceilândia)
72210235	QNM 22 Conjunto O		Ceilândia Norte (Ceilândia)
72210236	QNM 22 Conjunto P		Ceilândia Norte (Ceilândia)
72210240	QNM 24		Ceilândia Norte (Ceilândia)
72210241	QNM 24 Conjunto A		Ceilândia Norte (Ceilândia)
72210242	QNM 24 Conjunto B		Ceilândia Norte (Ceilândia)
72210243	QNM 24 Conjunto C		Ceilândia Norte (Ceilândia)
72210244	QNM 24 Conjunto D		Ceilândia Norte (Ceilândia)
72210245	QNM 24 Conjunto E		Ceilândia Norte (Ceilândia)
72210246	QNM 24 Conjunto F		Ceilândia Norte (Ceilândia)
72210247	QNM 24 Conjunto G		Ceilândia Norte (Ceilândia)
72210248	QNM 24 Conjunto H		Ceilândia Norte (Ceilândia)
72210249	QNM 24 Conjunto I		Ceilândia Norte (Ceilândia)
72210250	QNM 24 Conjunto J		Ceilândia Norte (Ceilândia)
72210251	QNM 24 Conjunto K		Ceilândia Norte (Ceilândia)
72210252	QNM 24 Conjunto L		Ceilândia Norte (Ceilândia)
72210253	QNM 24 Conjunto M		Ceilândia Norte (Ceilândia)
72210254	QNM 24 Conjunto N		Ceilândia Norte (Ceilândia)
72210255	QNM 24 Conjunto O		Ceilândia Norte (Ceilândia)
72210256	QNM 24 Conjunto P		Ceilândia Norte (Ceilândia)
72210260	QNM 26		Ceilândia Norte (Ceilândia)
72210261	QNM 26 Conjunto A		Ceilândia Norte (Ceilândia)
72210262	QNM 26 Conjunto B		Ceilândia Norte (Ceilândia)
72210263	QNM 26 Conjunto C		Ceilândia Norte (Ceilândia)
72210264	QNM 26 Conjunto E		Ceilândia Norte (Ceilândia)
72210265	QNM 26 Conjunto E		Ceilândia Norte (Ceilândia)
72210266	QNM 26 Conjunto F		Ceilândia Norte (Ceilândia)
72210267	QNM 26 Conjunto G		Ceilândia Norte (Ceilândia)
72210268	QNM 26 Conjunto H		Ceilândia Norte (Ceilândia)
72210280	QNM 28		Ceilândia Norte (Ceilândia)
72210281	QNM 28 Módulo A		Ceilândia Norte (Ceilândia)
72210282	QNM 28 Módulo B		Ceilândia Norte (Ceilândia)
72210283	QNM 28 Módulo C		Ceilândia Norte (Ceilândia)
72210292	QNM 28 Área Especial 2		Ceilândia Norte (Ceilândia)
72210300	QNM 30		Ceilândia Norte (Ceilândia)
72210301	QNM 30 Módulo A		Ceilândia Norte (Ceilândia)
72210302	QNM 30 Módulo B		Ceilândia Norte (Ceilândia)
72210303	QNM 30 Módulo C		Ceilândia Norte (Ceilândia)
72210304	QNM 30 Módulo D		Ceilândia Norte (Ceilândia)
72210305	QNM 30 Módulo E		Ceilândia Norte (Ceilândia)
72210306	QNM 30 Módulo F		Ceilândia Norte (Ceilândia)
72210307	QNM 30 Módulo G		Ceilândia Norte (Ceilândia)
72210308	QNM 30 Módulo H		Ceilândia Norte (Ceilândia)
72210309	QNM 30 Módulo I		Ceilândia Norte (Ceilândia)
72210310	QNM 30 Módulo J		Ceilândia Norte (Ceilândia)
72210311	QNM 30 Módulo K		Ceilândia Norte (Ceilândia)
72210320	QNM 32		Ceilândia Norte (Ceilândia)
72210321	QNM 32 Área Especial A		Ceilândia Norte (Ceilândia)
72210322	QNM 32 Área Especial B		Ceilândia Norte (Ceilândia)
72210323	QNM 32 Área Especial C		Ceilândia Norte (Ceilândia)
72210324	QNM 32 Área Especial E		Ceilândia Norte (Ceilândia)
72210325	QNM 32 Area Especial E		Ceilândia Norte (Ceilândia)
72210326	QNM 32 Área Especial F		Ceilândia Norte (Ceilândia)
72210500	CNM 2		Ceilândia Centro (Ceilândia)
72210501	CNM 2 Bloco A		Ceilândia Centro (Ceilândia)
72210502	CNM 2 Bloco B		Ceilândia Centro (Ceilândia)
72210503	CNM 2 Bloco C		Ceilândia Centro (Ceilândia)
72210504	CNM 2 Bloco D		Ceilândia Centro (Ceilândia)
72210505	CNM 2 Bloco E		Ceilândia Centro (Ceilândia)
72210506	CNM 2 Bloco F		Ceilândia Centro (Ceilândia)
72210510	EQNM 2/4	(Comércio)	Ceilândia Norte (Ceilândia)
72210511	EQNM 2/4 Bloco A	(Comércio)	Ceilândia Norte (Ceilândia)
72210512	EQNM 2/4 Bloco B	(Comércio)	Ceilândia Norte (Ceilândia)
72210513	EQNM 2/4 Bloco C	(Comércio)	Ceilândia Norte (Ceilândia)
72210514	EQNM 2/4 Bloco D	(Comércio)	Ceilândia Norte (Ceilândia)
72210515	EQNM 2/4 Bloco E	(Comércio)	Ceilândia Norte (Ceilândia)
72210516	EQNM 2/4 Bloco F	(Comércio)	Ceilândia Norte (Ceilândia)
72210520	EQNM 4/6	(Comércio)	Ceilândia Norte (Ceilândia)
72210521	EQNM 4/6 Bloco A	(Comércio)	Ceilândia Norte (Ceilândia)
72210522	EQNM 4/6 Bloco B	(Comércio)	Ceilândia Norte (Ceilândia)
72210523	EQNM 4/6 Bloco C	(Comércio)	Ceilândia Norte (Ceilândia)
72210524	EQNM 4/6 Bloco D	(Comércio)	Ceilândia Norte (Ceilândia)
72210525	EQNM 4/6 Bloco E	(Comércio)	Ceilândia Norte (Ceilândia)
72210526	EQNM 4/6 Bloco F	(Comércio)	Ceilândia Norte (Ceilândia)
72210530	EQNM 6/8	(Comércio)	Ceilândia Norte (Ceilândia)
72210531	EQNM 6/8 Bloco A	(Comércio)	Ceilândia Norte (Ceilândia)
72210532	EQNM 6/8 Bloco B	(Comércio)	Ceilândia Norte (Ceilândia)
72210533	EQNM 6/8 Bloco C	(Comércio)	Ceilândia Norte (Ceilândia)
72210534	EQNM 6/8 Bloco D	(Comércio)	Ceilândia Norte (Ceilândia)
72210535	EQNM 6/8 Bloco E	(Comércio)	Ceilândia Norte (Ceilândia)
72210536	EQNM 6/8 Bloco F	(Comércio)	Ceilândia Norte (Ceilândia)
72210540	EQNM 8/10	(Comércio)	Ceilândia Norte (Ceilândia)
72210541	EQNM 8/10 Bloco A	(Comércio)	Ceilândia Norte (Ceilândia)
72210542	EQNM 8/10 Bloco B	(Comércio)	Ceilândia Norte (Ceilândia)
72210543	EQNM 8/10 Bloco C	(Comércio)	Ceilândia Norte (Ceilândia)
72210544	EQNM 8/10 Bloco E	(Comércio)	Ceilândia Norte (Ceilândia)
72210545	EQNM 8/10 Bloco E	(Comercio)	Ceilândia Norte (Ceilândia)
72210546	EQNM 8/10 Bloco F	(Comércio)	Ceilândia Norte (Ceilândia)
72210550	EQNM 18/20	(Comércio)	Ceilândia Norte (Ceilândia)
72210551	EQNM 18/20 Bloco A	(Comércio)	Ceilândia Norte (Ceilândia)
72210552	EQNM 18/20 Bloco B	(Comércio)	Ceilândia Norte (Ceilândia)
72210553	EQNM 18/20 Bloco C	(Comércio)	Ceilândia Norte (Ceilândia)
72210554	EQNM 18/20 Bloco D	(Comércio)	Ceilândia Norte (Ceilândia)
72210555	EQNM 18/20 Bloco E	(Comércio)	Ceilândia Norte (Ceilândia)
72210556	EQNM 18/20 Bloco F	(Comércio)	Ceilândia Norte (Ceilândia)
72210560	EQNM 20/22	(Comércio)	Ceilândia Norte (Ceilândia)
72210561	EQNM 20/22 Bloco A	(Comércio)	Ceilândia Norte (Ceilândia)
72210562	EQNM 20/22 Bloco B	(Comércio)	Ceilândia Norte (Ceilândia)
72210563	EQNM 20/22 Bloco C	(Comércio)	Ceilândia Norte (Ceilândia)
72210564	EQNM 20/22 Bloco D	(Comércio)	Ceilândia Norte (Ceilândia)
72210565	EQNM 20/22 Bloco E	(Comércio)	Ceilândia Norte (Ceilândia)
72210566	EQNM 20/22 Bloco F	(Comércio)	Ceilândia Norte (Ceilândia)
72210570	EQNM 22/24	(Comércio)	Ceilândia Norte (Ceilândia)
72210571	EQNM 22/24 Bloco A	(Comércio)	Ceilândia Norte (Ceilândia)
72210572	EQNM 22/24 Bloco B	(Comércio)	Ceilândia Norte (Ceilândia)
72210573	EQNM 22/24 Bloco C	(Comércio)	Ceilândia Norte (Ceilândia)
72210574	EQNM 22/24 Bloco D	(Comércio)	Ceilândia Norte (Ceilândia)
72210575	EQNM 22/24 Bloco E	(Comércio)	Ceilândia Norte (Ceilândia)
72210576	EQNM 22/24 Bloco F	(Comércio)	Ceilândia Norte (Ceilândia)
72210580	EQNM 24/26	(Comércio)	Ceilândia Norte (Ceilândia)
72210581	EQNM 24/26 Bloco A	(Comércio)	Ceilândia Norte (Ceilândia)
72210582	EQNM 24/26 Bloco B	(Comércio)	Ceilândia Norte (Ceilândia)
72210583	EQNM 24/26 Bloco C	(Comércio)	Ceilândia Norte (Ceilândia)
72210584	EQNM 24/26 Bloco D	(Comércio)	Ceilândia Norte (Ceilândia)
72210585	EQNM 24/26 Bloco E	(Comércio)	Ceilândia Norte (Ceilândia)
72210586	EQNM 24/26 Bloco F	(Comércio)	Ceilândia Norte (Ceilândia)
72210970	QNM 10 Conjunto A Lote 31		Ceilândia Norte (Ceilândia)
72210980	QNM 20 Conjunto E Casa 47		Ceilândia Norte (Ceilândia)
72215000	Área Especial 1		Ceilândia Norte (Ceilândia)
72215010	QNM 1		Ceilândia Sul (Ceilândia)
72215011	QNM 1 Conjunto A		Ceilândia Sul (Ceilândia)
72215012	QNM 1 Conjunto B		Ceilândia Sul (Ceilândia)
72215013	QNM 1 Conjunto C		Ceilândia Sul (Ceilândia)
72215014	QNM 1 Conjunto D		Ceilândia Sul (Ceilândia)
72215015	QNM 1 Conjunto E		Ceilândia Sul (Ceilândia)
72215016	QNM 1 Conjunto F		Ceilândia Sul (Ceilândia)
72215017	QNM 1 Conjunto G		Ceilândia Sul (Ceilândia)
72215018	QNM 1 Conjunto H		Ceilândia Sul (Ceilândia)
72215030	QNM 3		Ceilândia Sul (Ceilândia)
72215031	QNM 3 Conjunto A		Ceilândia Sul (Ceilândia)
72215032	QNM 3 Conjunto B		Ceilândia Sul (Ceilândia)
72215033	QNM 3 Conjunto C		Ceilândia Sul (Ceilândia)
72215034	QNM 3 Conjunto D		Ceilândia Sul (Ceilândia)
72215035	QNM 3 Conjunto E		Ceilândia Sul (Ceilândia)
72215036	QNM 3 Conjunto F		Ceilândia Sul (Ceilândia)
72215037	QNM 3 Conjunto G		Ceilândia Sul (Ceilândia)
72215038	QNM 3 Conjunto H		Ceilândia Sul (Ceilândia)
72215039	QNM 3 Conjunto I		Ceilândia Sul (Ceilândia)
72215040	QNM 3 Conjunto J		Ceilândia Sul (Ceilândia)
72215041	QNM 3 Conjunto K		Ceilândia Sul (Ceilândia)
72215042	QNM 3 Conjunto L		Ceilândia Sul (Ceilândia)
72215043	QNM 3 Conjunto M		Ceilândia Sul (Ceilândia)
72215044	QNM 3 Conjunto N		Ceilândia Sul (Ceilândia)
72215045	QNM 3 Conjunto O		Ceilândia Sul (Ceilândia)
72215046	QNM 3 Conjunto P		Ceilândia Sul (Ceilândia)
72215050	QNM 5		Ceilândia Sul (Ceilândia)
72215051	QNM 5 Conjunto A		Ceilândia Sul (Ceilândia)
72215052	QNM 5 Conjunto B		Ceilândia Sul (Ceilândia)
72215053	QNM 5 Conjunto C		Ceilândia Sul (Ceilândia)
72215054	QNM 5 Conjunto D		Ceilândia Sul (Ceilândia)
72215055	QNM 5 Conjunto E		Ceilândia Sul (Ceilândia)
72215056	QNM 5 Conjunto F		Ceilândia Sul (Ceilândia)
72215057	QNM 5 Conjunto G		Ceilândia Sul (Ceilândia)
72215058	QNM 5 Conjunto H		Ceilândia Sul (Ceilândia)
72215059	QNM 5 Conjunto I		Ceilândia Sul (Ceilândia)
72215060	QNM 5 Conjunto J		Ceilândia Sul (Ceilândia)
72215061	QNM 5 Conjunto K		Ceilândia Sul (Ceilândia)
72215062	QNM 5 Conjunto L		Ceilândia Sul (Ceilândia)
72215063	QNM 5 Conjunto M		Ceilândia Sul (Ceilândia)
72215064	QNM 5 Conjunto N		Ceilândia Sul (Ceilândia)
72215065	QNM 5 Conjunto O		Ceilândia Sul (Ceilândia)
72215066	QNM 5 Conjunto P		Ceilândia Sul (Ceilândia)
72215070	QNM 7		Ceilândia Sul (Ceilândia)
72215071	QNM 7 Conjunto A		Ceilândia Sul (Ceilândia)
72215072	QNM 7 Conjunto B		Ceilândia Sul (Ceilândia)
72215073	QNM 7 Conjunto C		Ceilândia Sul (Ceilândia)
72215074	QNM 7 Conjunto D		Ceilândia Sul (Ceilândia)
72215075	QNM 7 Conjunto E		Ceilândia Sul (Ceilândia)
72215076	QNM 7 Conjunto F		Ceilândia Sul (Ceilândia)
72215077	QNM 7 Conjunto G		Ceilândia Sul (Ceilândia)
72215078	QNM 7 Conjunto H		Ceilândia Sul (Ceilândia)
72215079	QNM 7 Conjunto I		Ceilândia Sul (Ceilândia)
72215080	QNM 7 Conjunto J		Ceilândia Sul (Ceilândia)
72215081	QNM 7 Conjunto K		Ceilândia Sul (Ceilândia)
72215082	QNM 7 Conjunto L		Ceilândia Sul (Ceilândia)
72215083	QNM 7 Conjunto M		Ceilândia Sul (Ceilândia)
72215084	QNM 7 Conjunto N		Ceilândia Sul (Ceilândia)
72215085	QNM 7 Conjunto O		Ceilândia Sul (Ceilândia)
72215086	QNM 7 Conjunto P		Ceilândia Sul (Ceilândia)
72215090	QNM 9		Ceilândia Sul (Ceilândia)
72215091	QNM 9 Conjunto A		Ceilândia Sul (Ceilândia)
72215092	QNM 9 Conjunto B		Ceilândia Sul (Ceilândia)
72215093	QNM 9 Conjunto C		Ceilândia Sul (Ceilândia)
72215094	QNM 9 Conjunto D		Ceilândia Sul (Ceilândia)
72215095	QNM 9 Conjunto E		Ceilândia Sul (Ceilândia)
72215096	QNM 9 Conjunto F		Ceilândia Sul (Ceilândia)
72215097	QNM 9 Conjunto G		Ceilândia Sul (Ceilândia)
72215098	QNM 9 Conjunto H		Ceilândia Sul (Ceilândia)
72215110	QNM 11		Ceilândia Sul (Ceilândia)
72215130	QNM 13		Ceilândia Sul (Ceilândia)
72215131	QNM 13 Módulo A		Ceilândia Sul (Ceilândia)
72215150	QNM 15		Ceilândia Sul (Ceilândia)
72215151	QNM 15 Módulo A		Ceilândia Sul (Ceilândia)
72215152	QNM 15 Módulo B		Ceilândia Sul (Ceilândia)
72215153	QNM 15 Módulo C		Ceilândia Sul (Ceilândia)
72215154	QNM 15 Módulo D		Ceilândia Sul (Ceilândia)
72215155	QNM 15 Módulo E		Ceilândia Sul (Ceilândia)
72215170	QNM 17		Ceilândia Sul (Ceilândia)
72215171	QNM 17 Conjunto A		Ceilândia Sul (Ceilândia)
72215172	QNM 17 Conjunto B		Ceilândia Sul (Ceilândia)
72215173	QNM 17 Conjunto C		Ceilândia Sul (Ceilândia)
72215174	QNM 17 Conjunto D		Ceilândia Sul (Ceilândia)
72215175	QNM 17 Conjunto E		Ceilândia Sul (Ceilândia)
72215176	QNM 17 Conjunto F		Ceilândia Sul (Ceilândia)
72215177	QNM 17 Conjunto G		Ceilândia Sul (Ceilândia)
72215178	QNM 17 Conjunto H		Ceilândia Sul (Ceilândia)
72215190	QNM 19		Ceilândia Sul (Ceilândia)
72215191	QNM 19 Conjunto A		Ceilândia Sul (Ceilândia)
72215192	QNM 19 Conjunto B		Ceilândia Sul (Ceilândia)
72215193	QNM 19 Conjunto C		Ceilândia Sul (Ceilândia)
72215194	QNM 19 Conjunto D		Ceilândia Sul (Ceilândia)
72215195	QNM 19 Conjunto E		Ceilândia Sul (Ceilândia)
72215196	QNM 19 Conjunto F		Ceilândia Sul (Ceilândia)
72215197	QNM 19 Conjunto G		Ceilândia Sul (Ceilândia)
72215198	QNM 19 Conjunto H		Ceilândia Sul (Ceilândia)
72215199	QNM 19 Conjunto I		Ceilândia Sul (Ceilândia)
72215200	QNM 19 Conjunto J		Ceilândia Sul (Ceilândia)
72215201	QNM 19 Conjunto K		Ceilândia Sul (Ceilândia)
72215202	QNM 19 Conjunto L		Ceilândia Sul (Ceilândia)
72215203	QNM 19 Conjunto M		Ceilândia Sul (Ceilândia)
72215204	QNM 19 Conjunto N		Ceilândia Sul (Ceilândia)
72215205	QNM 19 Conjunto O		Ceilândia Sul (Ceilândia)
72215206	QNM 19 Conjunto P		Ceilândia Sul (Ceilândia)
72215210	QNM 21		Ceilândia Sul (Ceilândia)
72215211	QNM 21 Conjunto A		Ceilândia Sul (Ceilândia)
72215212	QNM 21 Conjunto B		Ceilândia Sul (Ceilândia)
72215213	QNM 21 Conjunto C		Ceilândia Sul (Ceilândia)
72215214	QNM 21 Conjunto D		Ceilândia Sul (Ceilândia)
72215215	QNM 21 Conjunto E		Ceilândia Sul (Ceilândia)
72215216	QNM 21 Conjunto F		Ceilândia Sul (Ceilândia)
72215217	QNM 21 Conjunto G		Ceilândia Sul (Ceilândia)
72215218	QNM 21 Conjunto H		Ceilândia Sul (Ceilândia)
72215219	QNM 21 Conjunto I		Ceilândia Sul (Ceilândia)
72215220	QNM 21 Conjunto J		Ceilândia Sul (Ceilândia)
72215221	QNM 21 Conjunto K		Ceilândia Sul (Ceilândia)
72215222	QNM 21 Conjunto L		Ceilândia Sul (Ceilândia)
72215223	QNM 21 Conjunto M		Ceilândia Sul (Ceilândia)
72215224	QNM 21 Conjunto N		Ceilândia Sul (Ceilândia)
72215225	QNM 21 Conjunto O		Ceilândia Sul (Ceilândia)
72215226	QNM 21 Conjunto P		Ceilândia Sul (Ceilândia)
72215230	QNM 23		Ceilândia Sul (Ceilândia)
72215231	QNM 23 Conjunto A		Ceilândia Sul (Ceilândia)
72215232	QNM 23 Conjunto B		Ceilândia Sul (Ceilândia)
72215233	QNM 23 Conjunto C		Ceilândia Sul (Ceilândia)
72215234	QNM 23 Conjunto D		Ceilândia Sul (Ceilândia)
72215235	QNM 23 Conjunto E		Ceilândia Sul (Ceilândia)
72215236	QNM 23 Conjunto F		Ceilândia Sul (Ceilândia)
72215237	QNM 23 Conjunto G		Ceilândia Sul (Ceilândia)
72215238	QNM 23 Conjunto H		Ceilândia Sul (Ceilândia)
72215239	QNM 23 Conjunto I		Ceilândia Sul (Ceilândia)
72215240	QNM 23 Conjunto J		Ceilândia Sul (Ceilândia)
72215241	QNM 23 Conjunto K		Ceilândia Sul (Ceilândia)
72215242	QNM 23 Conjunto L		Ceilândia Sul (Ceilândia)
72215243	QNM 23 Conjunto M		Ceilândia Sul (Ceilândia)
72215244	QNM 23 Conjunto N		Ceilândia Sul (Ceilândia)
72215245	QNM 23 Conjunto O		Ceilândia Sul (Ceilândia)
72215246	QNM 23 Conjunto P		Ceilândia Sul (Ceilândia)
72215250	QNM 25		Ceilândia Sul (Ceilândia)
72215251	QNM 25 Conjunto A		Ceilândia Sul (Ceilândia)
72215252	QNM 25 Conjunto B		Ceilândia Sul (Ceilândia)
72215253	QNM 25 Conjunto C		Ceilândia Sul (Ceilândia)
72215254	QNM 25 Conjunto D		Ceilândia Sul (Ceilândia)
72215255	QNM 25 Conjunto E		Ceilândia Sul (Ceilândia)
72215256	QNM 25 Conjunto F		Ceilândia Sul (Ceilândia)
72215257	QNM 25 Conjunto G		Ceilândia Sul (Ceilândia)
72215258	QNM 25 Conjunto H		Ceilândia Sul (Ceilândia)
72215270	QNM 27		Ceilândia Sul (Ceilândia)
72215271	QNM 27 Módulo A		Ceilândia Sul (Ceilândia)
72215272	QNM 27 Módulo B		Ceilândia Sul (Ceilândia)
72215273	QNM 27 Módulo C		Ceilândia Sul (Ceilândia)
72215274	QNM 27 Área Especial 1		Ceilândia Sul (Ceilândia)
72215290	QNM 29		Ceilândia Sul (Ceilândia)
72215291	QNM 29 Área Especial A		Ceilândia Sul (Ceilândia)
72215292	QNM 29 Área Especial B		Ceilândia Sul (Ceilândia)
72215293	QNM 29 Área Especial C		Ceilândia Sul (Ceilândia)
72215294	QNM 29 Área Especial D		Ceilândia Sul (Ceilândia)
72215295	QNM 29 Área Especial E		Ceilândia Sul (Ceilândia)
